id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
31861313,Belvidere Cabana -Downtown Seattle & Mountain View,54521468,Rebecca,West Seattle,Genesee,47.5685,-122.37978,Entire home/apt,149,2,33,2020-10-05,1.26,2,233
31864782,Cozy room with beautiful views | Walk everywhere,1154670,Alex,Downtown,Belltown,47.61476,-122.35298,Private room,49,30,83,2020-12-04,3.24,2,54
31876965,Downtown High-rise with Amazing Puget Sound View,56493074,Gala,Downtown,Pike-Market,47.60864,-122.33881,Entire home/apt,199,7,26,2021-03-01,1.11,1,229
31880357,"Perfect, Convenient 1 BR near Airport/Light Rail",127069597,Richard,Rainier Valley,Dunlap,47.52318,-122.27391,Private room,49,30,37,2020-08-05,1.43,2,47
31888796,1 Bedroom Seattle Condo near Capital,48005494,Zeus,Capitol Hill,Stevens,47.62073,-122.3115,Entire home/apt,129,30,8,2021-03-10,0.35,75,276
31908082,The Bunker,10896167,Olivia,Queen Anne,North Queen Anne,47.64258,-122.35251,Entire home/apt,110,30,1,2019-03-15,0.04,1,0
31985844,"Sunset Hill ""Birdhouse"" - 2 bed & patio views",3031025,Andy,Ballard,Sunset Hill,47.67353,-122.40486,Entire home/apt,135,3,37,2020-02-18,1.73,1,0
31991251,Charming 1BR Apartment in Seattle,48005494,Zeus,Capitol Hill,Broadway,47.62487,-122.32162,Entire home/apt,135,30,1,2020-09-14,0.16,75,314
31991284,Free Coffee! Capitol Hill 1BR with Amenities,48005494,Zeus,Capitol Hill,Broadway,47.62454,-122.32146,Entire home/apt,139,30,0,,,75,331
31991625,Lovely 1BR Apartment in Seattle,48005494,Zeus,Downtown,Pike-Market,47.61103,-122.34345,Entire home/apt,122,30,4,2021-02-01,0.18,75,0
32009047,"Centrally located 1-BR apt, near attractions",328476,Naoko & Henry,Central Area,Minor,47.60758,-122.31672,Entire home/apt,57,10,100,2021-02-27,3.98,1,3
32015904,One Bedroom Condo in Downtwon Seattle,22135040,Alex,Downtown,First Hill,47.61118,-122.33034,Entire home/apt,79,30,47,2021-01-19,1.83,2,43
32050468,Private Alki Beach Retreat-15 mins to downtown!,114830330,Sarah,West Seattle,Alki,47.57768,-122.4028,Entire home/apt,95,30,39,2020-01-11,1.54,1,16
32062728,Private Two-Bedroom Suite in Greenbelt,44865937,Lara,Delridge,High Point,47.54838,-122.36553,Entire home/apt,52,3,78,2021-03-13,3.07,1,83
32064854,Charming apartment in Queen Anne North,128323587,Yulia,Queen Anne,North Queen Anne,47.64672,-122.36018,Entire home/apt,82,1,72,2020-12-28,2.83,1,44
32089743,Lake Shore Seattle,78475236,Charles,Lake City,Matthews Beach,47.69955,-122.27421,Entire home/apt,80,60,0,,,1,297
32093073,Unique new home in Capitol Hill/Madison Valley.,1511931,Clay & Gretchen,Central Area,Minor,47.61771,-122.30291,Entire home/apt,95,30,39,2021-02-03,1.54,1,41
32099358,Downtown Convention Center w Garage Parking & View,209661273,Emily,Capitol Hill,Broadway,47.61324,-122.3296,Entire home/apt,120,3,46,2021-02-20,1.80,1,130
32103231,Secret Garden Suite in Blue Ridge,187982569,Joyce,Other neighborhoods,Crown Hill,47.70307,-122.3733,Entire home/apt,69,2,62,2021-03-14,2.46,1,1
32109253,"""Blue Eyed Leopard"" Cozy Private Room in W Seattle",50258535,Lennox,Delridge,South Delridge,47.52974,-122.36162,Private room,35,30,25,2020-04-03,0.99,1,89
32115631,Cozy 3Bd+Loft/2Ba-Near Lightrail/Airport/Lake WA,230287218,Dorothy,Rainier Valley,Dunlap,47.52632,-122.27419,Entire home/apt,169,2,85,2021-02-28,3.32,5,48
32136912,Modern & Spacious Stay btwn Airport & Downtown!,27568875,Isaiah,Beacon Hill,Mid-Beacon Hill,47.54707,-122.29172,Entire home/apt,53,3,86,2021-02-26,3.39,1,81
32169626,Downtown Seattle Condo walk to Pike Place Market,74305,Seattle Oasis,Downtown,Belltown,47.61435,-122.34762,Entire home/apt,153,2,42,2020-12-15,1.71,16,136
32169794,Ideal Belltown Condo Great Views,7593634,Dustin,Cascade,South Lake Union,47.61866,-122.34568,Entire home/apt,99,4,28,2021-01-10,1.14,1,67
32170968,~Arlulu Airbnb~,152273641,Vivien,Beacon Hill,Mid-Beacon Hill,47.55812,-122.30915,Private room,40,7,11,2021-02-21,0.58,5,0
32172218,Pacific Northwest Garden Oasis,2129659,Eowyn,Rainier Valley,Columbia City,47.55317,-122.2771,Entire home/apt,150,2,6,2019-10-21,0.29,1,14
32195610,New Entire Townhouse! Cute and cozy.,241584087,Brian And Anh,Delridge,North Delridge,47.56796,-122.35933,Entire home/apt,109,1,135,2021-03-15,5.26,2,132
32269368,Private Room #4 amongst Seattle's finest amenities,56004960,Andrew,Other neighborhoods,Wallingford,47.66479,-122.3354,Private room,120,30,30,2020-10-18,1.24,2,180
32420542,A-Seattle Urban Village- San Juan- Roof top deck,39834464,,Cascade,Eastlake,47.64204,-122.3231,Private room,45,30,8,2020-03-31,0.33,48,353
32420771,A-Lake Union One Br Apt- Sleep 4,39834464,,Cascade,Eastlake,47.64195,-122.32319,Entire home/apt,74,30,11,2020-02-29,0.49,48,350
32438199,Twin Bed in Shared Dorm @ Pike Place Hostel,31751507,Rex,Downtown,Pike-Market,47.60924,-122.33922,Shared room,34,1,9,2021-03-17,5.87,4,288
32476765,Green Lake Getaway,41673708,Stephen,Other neighborhoods,Green Lake,47.67316,-122.32512,Entire home/apt,120,2,42,2021-03-12,1.76,1,73
32478511,Bright & Cozy Guest Apartment in West Seattle,20479130,Nicole & Cody,Delridge,High Point,47.55368,-122.37344,Entire home/apt,120,30,42,2019-10-14,1.71,1,322
32524046,Greenwood Oasis,7002402,Elisabeth,Other neighborhoods,Greenwood,47.69514,-122.36411,Entire home/apt,100,30,15,2019-12-01,0.61,1,74
32526287,The Broadway Apartment Near Downtown/Capitol Hill,4730169,Magic,Downtown,Yesler Terrace,47.60549,-122.32017,Entire home/apt,73,1,140,2021-03-15,5.61,13,283
32543183,"Blue Nautical Room, 10 min drive to downtown",26967583,Maria,University District,University District,47.66851,-122.31615,Private room,20,1,13,2021-01-16,0.56,42,53
32595122,Sparkling Clean Townhouse Free Parking City Views,17986403,Blair,Capitol Hill,Stevens,47.61538,-122.31215,Entire home/apt,180,2,75,2020-03-08,3.16,1,135
32611866,Henry's Hideaway-Cozy Farmhouse Styled Guest Suite,50412282,,Ballard,Whittier Heights,47.68405,-122.37491,Entire home/apt,195,2,46,2021-02-28,2.14,1,205
32618717,Beautiful Condo in Columbia City Neighborhood,11274242,Loida,Rainier Valley,Columbia City,47.55508,-122.28148,Entire home/apt,90,30,5,2020-01-04,0.26,1,25
32619057,Your Private Condo in the Heart of Seattle,40235104,Robert,Downtown,Belltown,47.61667,-122.34574,Entire home/apt,95,30,22,2021-02-19,1.14,1,240
32645076,Montlake's Underground Flamingo,7533180,Simon,Capitol Hill,Montlake,47.64298,-122.30122,Entire home/apt,71,30,19,2020-10-31,0.88,1,145
32664028,Lake Washington Home Steps from Leschi Shops!,121688409,Evolve Vacation Rental,Central Area,Leschi,47.59941,-122.28785,Entire home/apt,146,30,3,2019-11-11,0.14,8,288
32668753,Enjoy wall-to-wall luxury in this stylish 1BD,8534462,Barsala,Queen Anne,Lower Queen Anne,47.62107,-122.35063,Entire home/apt,189,2,9,2020-11-16,0.40,140,35
32680074,Walk to UW & U Village /View/Bright/Serene #E,3074414,Melissa,University District,University District,47.66526,-122.30508,Entire home/apt,87,30,4,2019-07-25,0.18,74,291
32688823,"Luxury studio in Seattle, professionally-cleaned",8534462,Barsala,Downtown,Belltown,47.61339,-122.33718,Entire home/apt,136,30,1,2020-01-27,0.07,140,352
32688919,Offering everything you need in this lux studio,8534462,Barsala,Downtown,Belltown,47.61274,-122.3386,Entire home/apt,136,30,2,2020-03-01,0.11,140,352
32688937,Offering everything you need in this lux 1BD,8534462,Barsala,Downtown,Belltown,47.61322,-122.33827,Entire home/apt,157,30,1,2020-03-01,0.08,140,352
32688956,Luxury 1BD condo - a perfect place to stay!,8534462,Barsala,Downtown,Central Business District,47.6111,-122.33787,Entire home/apt,157,30,0,,,140,185
32688971,Luxury 1BD suite - a perfect place to stay!,8534462,Barsala,Downtown,Central Business District,47.61146,-122.33822,Entire home/apt,157,30,1,2020-02-03,0.07,140,352
32688990,Self-checkin to this charming 1BD in Seattle,8534462,Barsala,Downtown,Belltown,47.61343,-122.33843,Entire home/apt,157,30,0,,,140,185
32689014,Self-checkin to this charming 1BD suite in Seattle,8534462,Barsala,Downtown,Central Business District,47.61184,-122.33805,Entire home/apt,157,30,0,,,140,185
32690663,Beautiful 1BD pre-served with historic Seattle charm,8534462,Barsala,Downtown,Central Business District,47.61138,-122.33718,Entire home/apt,157,30,1,2020-10-03,0.18,140,351
32690676,Stunning studio in Seattle good for longer stays,8534462,Barsala,Downtown,Central Business District,47.61126,-122.33657,Entire home/apt,136,30,1,2019-07-26,0.05,140,184
32690695,"Spacious studio in downtown Seattle, washer/dryer",8534462,Barsala,Downtown,Central Business District,47.61155,-122.3382,Entire home/apt,136,30,15,2020-11-13,0.68,140,184
32690720,"1BD apartment ideal for longer stays, fast wifi",8534462,Barsala,Downtown,Belltown,47.61344,-122.33824,Entire home/apt,157,30,1,2020-01-11,0.07,140,184
